MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
0	0.105	0.015	0.015	1.05	NAN	
0.1	0.105	0.81	0.81	1.05	NAN	
0.2	0.075	0.03	0.03	0.75	NAN	
0.3	0	0.07	0.07	0	NAN	
0.4	0	0.03	0.03	0	NAN	
0.5	0.03	0.065	0.065	0.3	NAN	
0.6	0.03	0.05	0.05	0.3	NAN	
0.7	0.06	0.05	0.05	0.6	NAN	
0.8	0.075	0.05	0.05	0.75	NAN	
0.9	0.09	0.04	0.04	0.9	NAN	
1	0.12	0.045	0.045	1.2	NAN	
1.1	0.15	0.05	0.05	1.5	NAN	
1.2	0.18	0.045	0.045	1.8	NAN	
1.3	0.21	0.045	0.045	2.1	NAN	
1.4	0.24	0.06	0.06	2.4	NAN	
1.5	0.255	0.065	0.065	2.55	NAN	
1.6	0.285	0.11	0.11	2.85	NAN	
1.7	0.315	0.2	0.2	3.15	NAN	
1.8	0.345	0.33	0.33	3.45	NAN	
1.9	0.375	0.54	0.54	3.75	NAN	
2	0.39	0.77	0.77	3.9	NAN	
2.1	0.405	1.105	1.105	4.05	NAN	
2.2	0.435	1.51	1.51	4.35	NAN	
2.3	0.465	1.905	1.905	4.65	NAN	
2.4	0.495	2.235	2.235	4.95	NAN	
2.5	0.51	2.16	2.16	5.1	NAN	
2.6	0.54	1.705	1.705	5.4	NAN	
2.7	0.57	1.125	1.125	5.7	NAN	
2.8	0.6	0.66	0.66	6	NAN	
2.9	0.63	0.355	0.355	6.3	NAN	
3	0.66	0.19	0.19	6.6	NAN	
3.1	0.675	0.11	0.11	6.75	NAN	
3.2	0.705	0.085	0.085	7.05	NAN	
3.3	0.735	0.135	0.135	7.35	NAN	
3.4	0.75	0.235	0.235	7.5	NAN	
3.5	0.78	0.43	0.43	7.8	NAN	
3.6	0.795	0.705	0.705	7.95	NAN	
3.7	0.825	1.115	1.115	8.25	NAN	
3.8	0.855	1.57	1.57	8.55	NAN	
3.9	0.885	2.145	2.145	8.85	NAN	
4	0.915	2.85	2.85	9.15	NAN	
4.1	0.93	3.645	3.645	9.3	NAN	
4.2	0.96	4.395	4.395	9.6	NAN	
4.3	0.99	4.82	4.82	9.9	NAN	
4.4	1.02	4.58	4.58	10.2	NAN	
4.5	1.05	3.645	3.645	10.5	NAN	
4.6	1.065	2.56	2.56	10.65	NAN	
4.7	1.08	1.56	1.56	10.8	NAN	
4.8	1.11	0.895	0.895	11.1	NAN	
4.9	1.14	0.475	0.475	11.4	NAN	
5	1.17	0.24	0.24	11.7	NAN	
5.1	1.2	0.195	0.195	12	NAN	
5.2	1.215	0.24	0.24	12.15	NAN	
5.3	1.245	0.435	0.435	12.45	NAN	
5.4	1.275	0.75	0.75	12.75	NAN	
5.5	1.305	1.205	1.205	13.05	NAN	
5.6	1.335	1.785	1.785	13.35	NAN	
5.7	1.35	2.515	2.515	13.5	NAN	
5.8	1.38	3.4	3.4	13.8	NAN	
5.9	1.41	4.4	4.4	14.1	NAN	
6	1.425	5.5	5.5	14.25	NAN	
6.1	1.455	6.57	6.57	14.55	NAN	
6.2	1.47	7.245	7.245	14.7	NAN	
6.3	1.5	7.165	7.165	15	NAN	
6.4	1.53	6.38	6.38	15.3	NAN	
6.5	1.56	5.105	5.105	15.6	NAN	
6.6	1.59	3.7	3.7	15.9	NAN	
6.7	1.605	2.485	2.485	16.05	NAN	
6.8	1.635	1.595	1.595	16.35	NAN	
6.9	1.665	1.035	1.035	16.65	NAN	
7	1.695	0.775	0.775	16.95	NAN	
7.1	1.725	0.71	0.71	17.25	NAN	
7.2	1.74	0.83	0.83	17.4	NAN	
7.3	1.755	1.085	1.085	17.55	NAN	
7.4	1.785	1.57	1.57	17.85	NAN	
7.5	1.815	2.195	2.195	18.15	NAN	
7.6	1.845	3.095	3.095	18.45	NAN	
7.7	1.86	4.16	4.16	18.6	NAN	
7.8	1.89	5.405	5.405	18.9	NAN	
7.9	1.92	6.75	6.75	19.2	NAN	
8	1.95	8.085	8.085	19.5	NAN	
8.1	1.965	9.16	9.16	19.65	NAN	
8.2	1.995	9.595	9.595	19.95	NAN	
8.3	2.025	9.305	9.305	20.25	NAN	
8.4	2.055	8.42	8.42	20.55	NAN	
8.5	2.085	7.06	7.06	20.85	NAN	
8.6	2.1	5.575	5.575	21	NAN	
8.7	2.115	4.295	4.295	21.15	NAN	
8.8	2.145	3.28	3.28	21.45	NAN	
8.9	2.175	2.605	2.605	21.75	NAN	
9	2.205	2.205	2.205	22.05	NAN	
9.1	2.235	1.98	1.98	22.35	NAN	
9.2	2.25	2.065	2.065	22.5	NAN	
9.3	2.28	2.34	2.34	22.8	NAN	
9.4	2.31	2.86	2.86	23.1	NAN	
9.5	2.34	3.645	3.645	23.4	NAN	
9.6	2.355	4.715	4.715	23.55	NAN	
9.7	2.385	5.995	5.995	23.85	NAN	
9.8	2.4	7.445	7.445	24	NAN	
9.9	2.43	8.995	8.995	24.3	NAN	
10	2.46	10.245	10.245	24.6	NAN	
10.1	2.475	10.245	10.245	24.75	NAN	
10.2	2.505	10.245	10.245	25.05	NAN	
10.3	2.535	10.245	10.245	25.35	NAN	
10.4	2.565	10.245	10.245	25.65	NAN	
10.5	2.595	9.925	9.925	25.95	NAN	
10.6	2.61	8.655	8.655	26.1	NAN	
10.7	2.64	7.48	7.48	26.4	NAN	
10.8	2.67	6.48	6.48	26.7	NAN	
10.9	2.7	5.715	5.715	27	NAN	
11	2.73	5.155	5.155	27.3	NAN	
11.1	2.73	4.785	4.785	27.3	NAN	
11.2	2.76	4.68	4.68	27.6	NAN	
11.3	2.79	4.785	4.785	27.9	NAN	
11.4	2.82	5.255	5.255	28.2	NAN	
11.5	2.85	6.03	6.03	28.5	NAN	
11.6	2.865	7.13	7.13	28.65	NAN	
11.7	2.895	8.48	8.48	28.95	NAN	
11.8	2.925	10	10	29.25	NAN	
11.9	2.955	10.245	10.245	29.55	NAN	
12	2.97	10.245	10.245	29.7	NAN	
12.1	3	10.245	10.245	30	NAN	
12.2	3.03	10.245	10.245	30.3	NAN	
12.3	3.06	10.245	10.245	30.6	NAN	
12.4	3.075	10.245	10.245	30.75	NAN	
12.5	3.105	10.245	10.245	31.05	NAN	
12.6	3.12	10.245	10.245	31.2	NAN	
12.7	3.15	10.245	10.245	31.5	NAN	
12.8	3.18	10.245	10.245	31.8	NAN	
12.9	3.195	10.245	10.245	31.95	NAN	
13	3.195	10.245	10.245	31.95	NAN	
13.1	3.195	10.245	10.245	31.95	NAN	
13.2	3.195	10.245	10.245	31.95	NAN	
13.3	3.195	10.245	10.245	31.95	NAN	
13.4	3.195	10.245	10.245	31.95	NAN	
13.5	3.195	10.245	10.245	31.95	NAN	
13.6	3.195	10.245	10.245	31.95	NAN	
